Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
0,0.08878313874931754,0.14666161498881713,0.07381601192940568,0,1,0.5,0.0,2,0,0.0,0,0.0,1.0,3,3,1
1,0.2746647949623098,0.6110900624534046,0.3875340626293799,0,1,1.0,0.6666666666666667,3,0,0.5,1,0.3333333333333333,0.0,2,3,6
1,0.3118411262049081,0.3910976399701789,0.23990203877056854,0,1,0.5,0.6666666666666667,2,1,0.0,0,0.3333333333333333,0.5,2,3,1
1,0.12595946999191598,0.7333080749440852,0.21222103429704137,0,1,0.5,0.6666666666666667,1,0,0.0,0,0.6666666666666666,0.0,2,2,1
0,0.0516068075067192,0.4155412424683145,0.2214480357882171,0,1,1.0,0.6666666666666667,2,0,0.5,0,0.0,0.0,2,3,1
1,0.08878313874931754,0.7333080749440852,0.16608602684116275,1,1,1.0,0.0,0,0,0.0,1,0.0,0.0,3,2,1
1,0.0516068075067192,0.537759254958996,0.1014970164029328,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.0,1.0,2,3,0
1,0.12595946999191598,0.14666161498881713,0.027681004473527115,0,0,0.5,0.6666666666666667,2,0,0.5,0,0.3333333333333333,0.5,2,3,1
0,0.3191356428633434,0.455398980701776,0.5773585069309082,1,1,1.0,0.6666666666666667,2,0,0.07636799999999999,0,0.10638533333333333,0.5,2,3,4
0,0.07031925360336244,0.44762102638686896,0.7812850943234839,1,1,1.0,0.6666666666666667,2,0,0.057983499999999966,0,0.5136906666666666,0.5,2,3,4
0,0.34901745744750656,0.29918236149643773,0.6347496995918989,1,1,1.0,0.6666666666666667,2,0,0.8522535,0,0.0,0.147495,2,3,4
0,0.1948779194340573,0.6248835873431031,0.8839179915179867,1,1,1.0,0.6666666666666667,2,0,0.5923535,0,0.6595436666666666,0.4194785,2,3,4
0,0.06300562831066847,0.6003348773542245,0.8399746368183012,1,1,1.0,0.6666666666666667,2,0,0.9921614999999999,0,0.5288416666666667,0.312675,2,3,4
0,0.34901745744750656,0.3200327544273476,0.6411429597471137,1,1,1.0,0.6666666666666667,2,0,0.7220625,0,0.0,0.132895,2,3,4
0,0.34901745744750656,0.31578934503367107,0.5797027558377623,1,1,1.0,0.6666666666666667,2,0,0.827351,0,0.0,0.277734,2,3,4
0,0.19472471577300654,0.6614732159225629,0.8485459583565123,1,1,1.0,0.6666666666666667,2,0,0.9128145000000001,0,0.46639433333333336,0.464486,2,3,4
1,0.11848903493404084,0.5956954816000786,0.11928232936021727,1,1,0.5,0.7630866666666667,2,0,0.923632,0,0.5602813333333333,1.0,2,3,0
1,0.02144765749148614,0.66465821732807,0.12636411759370508,1,1,0.5,1.0,2,0,0.9420165,0,0.6666666666666666,0.6700535,2,3,0
1,0.2109082791132032,0.6202808569927032,0.1280639803974199,1,1,0.725109,0.9983823333333333,2,0,0.5738730000000001,0,0.6666666666666666,0.29499,2,3,0
0,0.20031213247711288,0.4288532283888,0.0844658262775222,1,1,1.0,0.6666666666666667,1,0,0.9076465,0,0.6595436666666666,0.5,3,3,0
0,0.16406409422564217,0.40626000659977324,0.07261457329224119,1,1,1.0,0.6666666666666667,1,0,0.7967295000000001,0,0.6666666666666666,0.5,3,3,0
0,0.20173698972464793,0.516901528947336,0.09195187712734287,1,1,0.9400805000000001,0.6666666666666667,1,0,0.015677000000000052,0,0.7355793333333334,0.687325,3,3,0
0,0.17217492876550222,0.2395937473264813,0.026256862928371594,0,0,1.0,0.24208666666666662,1,0,0.7220625,0,0.43939,0.0,3,3,0
0,0.20560723168865858,0.2349274636095866,0.007824801755566213,0,0,1.0,0.527005,1,0,0.827351,0,0.3006983333333333,0.0,3,3,0
0,0.19891526900700351,0.17614059960156947,0.01771432040781129,0,0,1.0,0.20027066666666665,1,0,0.825629,0,0.20027233333333333,0.0,3,3,0
0,0.18139142457284863,0.21254201244179338,0.010034437937665508,0,0,0.50438,0.24587333333333333,1,0,0.396011,0,0.039881,0.0,3,3,0
0,0.2270026192584178,0.23365639627968404,0.023816357941961575,0,0,0.7982895000000001,0.035160000000000025,1,0,0.24530649999999998,0,0.115228,0.0,3,3,0
0,0.2561230625787325,0.24443602498136174,0.027681004473527115,0,0,0.7957194999999999,0.6666666666666667,1,0,0.537024,0,0.5599783333333332,0.0,3,3,0
0,0.07149893294635246,0.4596008359712056,0.027681004473527115,0,1,1.0,0.6666666666666667,2,0,1.0,1,0.8465873333333334,0.6418365,3,3,0
0,0.08878313874931754,0.13739993400227313,0.00313503061565229,0,1,1.0,0.3615333333333333,2,0,0.568775,1,0.065384,0.031244,3,3,0
0,0.08878313874931754,0.15692548367778425,0.0008863642172453612,0,1,1.0,0.298128,2,0,0.7282905,1,0.532192,0.4987,3,3,0
0,0.16313580123451443,0.048887204996272526,0.0,0,1,1.0,0.0,1,0,0.0,0,0.0,0.0,2,3,0
0,0.13433886634867276,0.12380195793256021,0.024375855631382004,0,1,1.0,0.6192623333333334,1,0,0.0,0,0.25154866666666664,0.0,2,3,0
0,0.12112543164044087,0.051324232165336436,0.0,0,1,1.0,0.0,1,0,0.26351800000000003,0,0.0,0.4302485,2,3,0
0,0.13142862878633954,0.06846897495752913,0.0,0,1,1.0,0.0,1,0,0.16133450000000005,0,0.0,0.239338,2,3,0
0,0.16313580123451443,0.048887204996272526,0.0,0,1,1.0,0.0,1,0,0.0,0,0.0,0.0,2,3,0
0,0.20018287037338234,0.5701788049522736,0.0820313926580934,0,0,1.0,0.921842,1,0,0.328041,0,0.14259,0.2779835,2,3,0
0,0.17712993889884077,0.5439361533102747,0.08150237175459835,0,0,1.0,0.7617223333333334,1,0,0.28454100000000004,0,0.181977,0.2348675,2,3,0
0,0.11570274326007057,0.5740140061842314,0.07381601192940568,0,0,0.06196950000000001,1.0,1,0,0.0,0,0.43465866666666664,0.1859705,2,3,0
1,0.23748846371971133,0.9356497720634063,0.2039730914800914,1,1,1.0,0.6666666666666667,2,0,0.9218885000000001,0,0.49628099999999997,0.004627,2,0,0
1,0.2319801954248205,0.8667505897019105,0.1994057349689608,1,1,1.0,0.8970753333333332,2,0,0.8254945,0,0.4093786666666666,0.4162,2,0,0
1,0.23748846371971133,0.8204324073281914,0.15551572156489574,1,1,1.0,0.6666666666666667,2,0,0.513992,0,0.553852,0.057358,2,0,0
1,0.05963808469772014,0.624551154349128,0.09227001491175713,1,1,1.0,0.6666666666666667,1,0,0.5,0,0.21963133333333332,0.5,3,3,0
1,0.19329286937519785,0.5198176507253645,0.08856623192418872,1,1,1.0,0.7187176666666668,1,0,0.1269015,0,0.18159466666666668,0.128191,3,3,0
1,0.05773227725289953,0.4748536439300426,0.09227001491175713,1,1,1.0,0.6666666666666667,1,0,0.5,0,0.2732273333333333,0.5,3,3,0
0,0.1215116937220515,0.41709341122694665,0.07144403588307063,0,0,0.94313,0.8532803333333334,1,0,0.316002,0,0.6666666666666666,0.5,2,3,0
0,0.11544782515674001,0.4605810244313804,0.07068801228888966,0,0,0.8572234999999999,0.6666666666666667,1,0,0.5,0,0.6343939999999999,0.5,2,3,0
0,0.11234914077133817,0.39315090258002217,0.06495618973556982,0,0,0.8753575,0.6666666666666667,1,0,0.5,0,0.355939,0.5,2,3,0
0,0.23748846371971133,0.5137605260263256,0.0764730838678151,1,1,0.5,0.6666666666666667,1,0,0.5499315,0,0.5452699999999999,1.0,3,3,0
0,0.14108544106092324,0.6257024480267899,0.1079518667931012,1,1,0.5,0.9639979999999999,1,0,0.43196500000000004,0,0.956709,1.0,3,3,0
0,0.23748846371971133,0.559352733405849,0.08712405159111797,1,1,0.5,0.6666666666666667,1,0,0.11495750000000005,0,0.206511,1.0,3,3,0
0,0.09095836306665328,0.3960279145940526,0.07233014174427421,0,1,0.24624999999999997,0.6666666666666667,2,0,0.024567000000000005,0,0.6666666666666666,0.5,2,3,0
0,0.08235193085499792,0.48887204996272304,0.07381601192940568,0,1,0.0,0.7468593333333333,2,0,0.0,0,0.6666666666666666,0.5,2,3,0
0,0.10049234474281132,0.39452707740066684,0.07319041200130244,0,1,0.6027195000000001,0.6666666666666667,2,0,0.26526550000000004,0,0.6666666666666666,0.5,2,3,0
0,0.4966240359480254,0.270989110375087,0.06935039233671692,1,1,0.529569,0.968286,1,0,0.5,0,0.2739923333333333,0.0,3,3,0
0,0.5863458770612184,0.34389215482577784,0.04295743113635042,1,1,1.0,0.7038599999999999,1,0,0.8608845,0,0.4809566666666667,0.0,3,3,0
0,0.28074409170508696,0.3569499272802825,0.07233678518534786,1,1,1.0,0.8633463333333333,1,0,0.8652500000000001,0,0.035692666666666664,0.0,3,3,0
1,0.015851429996875388,0.5146942716417544,0.08847655469669596,0,1,0.5,0.35264500000000004,2,0,0.6855074999999999,0,0.09601066666666666,0.3573135,2,3,0
1,0.0516068075067192,0.6192762249300299,0.08726183840438567,0,1,0.9115895,0.6666666666666667,2,0,0.386618,0,0.4174906666666667,0.5,2,3,0
1,0.0516068075067192,0.6881925178132753,0.08184077203428713,0,1,0.5264660000000001,0.6666666666666667,2,0,0.5,0,0.1734693333333333,0.5,2,3,0
1,0.0516068075067192,0.6253235721880688,0.09532573944959277,0,1,0.798182,0.6666666666666667,2,0,0.5,0,0.09391133333333332,0.744186,2,3,0
1,0.03253047947987331,0.8229403209445008,0.15633628803450755,1,1,0.8838655,0.9403893333333333,2,0,0.5,0,0.6666666666666666,0.2781225,3,0,0
1,0.12300874740485979,0.6562936165532078,0.14569786903323262,1,1,0.5,0.9656926666666668,2,0,0.8113189999999999,0,0.6666666666666666,0.9470525,3,0,0
1,0.06746693676510518,0.6773517801053512,0.13975139874422354,1,1,0.5,0.6973719999999999,2,0,0.7132324999999999,0,0.6666666666666666,0.919931,3,0,0
0,0.017511167305201192,0.34422458781975296,0.012594903170462246,0,1,0.9075785000000001,0.6666666666666667,2,0,0.9555935,0,0.8650426666666666,0.690102,2,3,0
0,0.014446573615548797,0.20765084758191676,0.022253691423419042,0,1,0.868881,0.6666666666666667,2,0,0.6554605,0,0.7469046666666667,0.796285,2,3,0
1,0.04819082313416179,0.7184610307867172,0.16315729352485026,1,1,0.7840315,1.0,2,0,0.5,0,0.6666666666666666,0.1100145,3,0,0
1,0.018917622268771028,0.755920851615111,0.15657293294175173,1,1,0.762214,1.0,2,0,0.5,0,0.6666666666666666,0.01919,3,0,0
1,0.10103430129966595,0.6534630473839234,0.12641450624884837,1,1,0.5,1.0,2,0,0.5786975000000001,0,0.6666666666666666,0.8395745,3,0,0
0,0.2143647113341527,0.4878160863348042,0.11983789634700243,1,1,1.0,0.6666666666666667,1,0,0.5,0,0.04660266666666666,0.437732,3,3,0
0,0.1614611933936917,0.6339643856711601,0.12004744155086705,1,1,0.985787,0.8641383333333332,1,0,0.9473389999999999,0,0.6666666666666666,0.504816,3,3,0
0,0.23717871052779804,0.5873675462289634,0.11225987997331915,1,1,1.0,0.6666666666666667,1,0,0.5126394999999999,0,0.6666666666666666,0.0764925,3,3,0
0,0.09995220982618769,0.585067403233889,0.07058299055791711,0,1,1.0,0.9181996666666665,2,0,0.34605600000000003,0,0.6666666666666666,0.5,2,3,0
0,0.016863481262292646,0.3613033328852002,0.07016033852761233,0,1,1.0,0.8553606666666667,2,0,0.21919900000000003,0,0.6666666666666666,0.5,2,3,0
0,0.09194190008600744,0.6561518436587179,0.07010458898460264,0,1,1.0,0.9085989999999999,2,0,0.09570049999999997,0,0.6666666666666666,0.5,2,3,0
0,0.05253075086709147,0.48887204996272304,0.07381601192940568,0,1,0.04079999999999995,0.840185,1,0,0.008484000000000047,0,0.21713733333333332,0.5,2,3,0
0,0.11977637693230947,0.48756187286882335,0.07082688788833336,0,1,0.135224,0.910404,1,0,0.43845749999999994,0,0.6666666666666666,0.5,2,3,0
0,0.04296078250229052,0.5959105853020614,0.07381601192940568,0,1,0.172427,1.0,1,0,0.0,0,0.6666666666666666,0.5,2,3,0
0,0.10754588442213198,0.22076728468241624,0.00339198415317854,0,0,0.9798290000000001,0.6666666666666667,1,0,0.0,0,0.5074663333333334,0.0,2,3,0
0,0.12412314511018785,0.066322826658193,0.0,0,0,0.862641,0.08660099999999998,1,0,0.0,0,0.4582233333333333,0.0,2,3,0
0,0.08878313874931754,0.0754696227129954,0.0,0,0,0.9223034999999999,0.09104266666666666,1,0,0.34775500000000004,0,0.08669299999999999,0.3179335,2,3,0
1,0.01443047626412075,0.8513560088485845,0.16063303504590482,1,1,0.7200200000000001,0.6666666666666667,2,0,0.5,0,0.9281569999999999,0.5,3,0,0
1,0.01443047626412075,0.792984686083035,0.15958257783414037,1,1,0.716151,0.6666666666666667,2,0,0.5,0,0.783165,0.5,3,0,0
1,0.07114389898298568,0.8717395289717795,0.1592430241792651,1,1,0.7961235,0.768041,2,0,0.5183819999999999,0,0.679551,0.5599385,3,0,0
0,0.23475050127635644,0.5269967367790662,0.07381601192940568,1,1,0.7246334999999999,0.8823846666666666,1,0,0.13300900000000004,0,0.2886816666666666,0.048617,3,3,0
0,0.19233227015222032,0.4278950391708727,0.07331067673873848,1,1,0.9649445000000001,0.6666666666666667,1,0,0.896037,0,0.21031466666666665,0.6831775,3,3,0
0,0.23748846371971133,0.5318952347196926,0.0837250549168061,1,1,0.5,0.6666666666666667,1,0,0.213437,0,0.7340266666666666,1.0,3,3,0
0,0.029376402360920095,0.515163588809719,0.07381601192940568,0,1,0.5076290000000001,0.7668886666666668,2,0,0.15780400000000006,0,0.023267333333333334,0.5,2,3,0
0,0.0516068075067192,0.48887204996272304,0.07381601192940568,0,1,0.015574500000000047,0.6666666666666667,2,0,0.48181399999999996,0,0.009400666666666667,0.5,2,3,0
0,0.06952840150883854,0.48887204996272304,0.07381601192940568,0,1,0.29609149999999995,0.8450053333333334,2,0,0.04319550000000005,0,0.20630433333333334,0.5,2,3,0
1,0.10948028046567815,0.6540203615208813,0.1320108856472792,1,1,0.681459,1.0,2,0,0.6790860000000001,0,0.6666666666666666,0.4699095,3,0,0
1,0.04059071703291228,0.9370797228095475,0.16608602684116275,1,1,1.0,0.875605,2,0,0.5,0,0.6705063333333332,0.228231,3,0,0
1,0.06180643139377595,0.7935737769032394,0.1533652120083519,1,1,0.5704199999999999,1.0,2,0,0.965719,0,0.6666666666666666,0.5822285,3,0,0
1,0.0516068075067192,0.831419806651104,0.16608602684116275,1,1,1.0,1.0,2,0,0.5,0,0.6666666666666666,0.0,3,0,0
1,0.022272191342115777,0.7811124283496906,0.1506319250376254,1,1,0.7798,1.0,2,0,0.5,0,0.6666666666666666,0.1657415,3,0,0
1,0.03188167814702758,0.7299959668055878,0.1625125660226558,1,1,0.6680219999999999,1.0,2,0,0.5,0,0.6666666666666666,0.0665025,3,0,0
1,0.0516068075067192,0.5152711406607104,0.08235449456930982,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.0,0.796852,2,3,0
1,0.0516068075067192,0.5048337223940069,0.08416639162513057,1,1,0.5,0.6666666666666667,2,0,0.5,0,0.0,0.6646185,2,3,0
1,0.0516068075067192,0.5296708668923622,0.08442044788418857,1,1,0.406617,0.6666666666666667,2,0,0.13740750000000002,0,0.17346899999999998,0.836792,2,3,0
0,0.08916274626763587,0.13549333300741884,0.02019575637283616,0,0,0.8621425,0.6666666666666667,1,0,0.0,1,0.35677699999999996,0.0,2,3,0
0,0.09217904790300402,0.25402525024138045,0.027681004473527115,0,0,1.0,0.6666666666666667,1,0,0.14122999999999997,1,0.5339833333333333,0.0,2,3,0
0,0.1175317072282126,0.24952518302147375,0.027681004473527115,0,0,1.0,0.6666666666666667,1,0,0.9377914999999999,1,0.41950133333333334,0.0,2,3,0
0,0.10674064508741732,0.09232348663546075,0.0,0,1,1.0,0.0,1,0,0.19376550000000003,0,0.0,0.2330845,2,3,0
0,0.08878313874931754,0.09385854487234324,0.0,0,1,0.859485,0.157696,1,0,0.082322,0,0.41189166666666666,0.465463,2,3,0
0,0.10392148953662861,0.05099424353161153,0.0,0,1,1.0,0.0,1,0,0.4243515,0,0.0,0.3722775,2,3,0
1,0.0516068075067192,0.5324452157759016,0.08980179201286764,1,1,0.06692200000000004,0.6666666666666667,2,0,0.162663,0,0.075995,0.8541545,2,3,0
1,0.06740455488128017,0.6193739993400231,0.11184902005092012,1,1,0.5,0.7221500000000001,2,0,0.639289,0,0.6129603333333333,1.0,2,3,0
1,0.0516068075067192,0.4929052443749158,0.07527117465357452,1,1,0.378733,0.6666666666666667,2,0,0.0767795,0,0.277992,0.8080225,2,3,0
1,0.125208879864128,0.6193031128927786,0.11992678927936845,1,1,0.5,0.8316163333333333,2,0,0.9883360000000001,0,0.64969,1.0,3,3,0
0,0.19283433650565163,0.42044707348969057,0.07364040363702562,1,1,0.9896915,0.6666666666666667,1,0,0.9879435000000001,0,0.31503099999999995,0.6208775,3,3,0
0,0.20810823219667318,0.22939587636425873,0.01891766903428449,0,0,1.0,0.6644033333333332,1,0,0.8513915000000001,0,0.6557446666666666,0.0,3,3,0
0,0.2381741067968186,0.20724508378044781,0.021929233142983395,0,0,0.602457,0.37593233333333337,1,0,0.560146,0,0.33191166666666666,0.0,3,3,0
0,0.10279850409878344,0.24508133608731253,0.027681004473527115,0,0,1.0,0.6666666666666667,1,0,0.9747094999999999,1,0.43189900000000003,0.0,2,3,0
0,0.1452880394262428,0.551320565624962,0.07211454362743136,1,0,0.9452674999999999,0.9692633333333334,1,0,0.054557500000000037,0,0.5163176666666667,0.277734,3,3,0
1,0.14105551411427297,0.9018002713239874,0.1956099034145165,1,1,1.0,0.8998646666666665,2,0,0.9128145000000001,0,0.5665306666666666,0.035514,2,0,0
0,0.18092452702877282,0.456938927659158,0.08540567019541034,1,1,1.0,0.7266649999999999,1,0,0.45518899999999995,0,0.16020466666666666,0.3125395,3,3,0
0,0.12341909974911558,0.3744979895136944,0.0648308870553197,0,0,0.7650330000000001,0.6666666666666667,2,0,0.48261849999999995,0,0.6666666666666666,0.5,2,3,0
0,0.2374404690760772,0.586910450862248,0.10756164767303783,1,1,0.620803,0.6666666666666667,1,0,0.42331300000000005,0,0.8200793333333333,0.407259,3,3,0
0,0.05185745033195677,0.48887204996272304,0.07381601192940568,0,1,0.001782999999999979,0.746086,1,0,0.007317000000000018,0,0.2612253333333333,0.5,2,3,0
0,0.6761512905670448,0.4623287420099973,0.07381601192940568,1,1,0.8263895000000001,0.9349813333333332,1,0,0.30057,0,0.05823066666666666,0.048491,3,3,0
1,0.0516068075067192,0.7050977133009861,0.08814180830959761,0,1,0.9489494999999999,0.6666666666666667,2,0,0.4177725,0,0.38750633333333334,0.5,2,3,0
1,0.02845082324197301,0.76077779543149,0.155296986267546,1,1,0.7419895000000001,0.9209259999999999,2,0,0.5,0,0.6666666666666666,0.4650255,3,0,0
0,0.0,0.8068050989354814,0.014159119825255362,0,1,0.9729835,0.6666666666666667,2,0,0.976596,0,0.943637,0.7333335,2,3,0
1,0.017422910694831262,0.691157526796299,0.1294494608063274,1,1,0.5,1.0,2,0,0.642625,0,0.6666666666666666,0.5814005,3,0,0
0,0.2363975242793973,0.615223475635839,0.12887957351322793,1,1,0.7394455,0.7906106666666666,1,0,0.5020629999999999,0,0.6666666666666666,0.163688,3,3,0
0,0.0428615960505353,0.70045587318659,0.07381601192940568,0,1,0.8922319999999999,1.0,2,0,0.0,0,0.6666666666666666,0.5,2,3,0
0,0.09891640288510639,0.5222864545776758,0.07381601192940568,0,1,0.0027890000000000414,1.0,1,0,0.0,0,0.5613189999999999,0.352489,2,3,0
0,0.08878313874931754,0.09869104508622506,5.7964023367551576e-05,0,0,0.9690155,0.5684816666666668,1,0,0.16690349999999998,1,0.6257896666666667,0.1854865,2,3,0
1,0.01692612338043631,0.9697608193495557,0.1651176714886669,1,1,0.9210510000000001,0.7805833333333334,2,0,0.5,0,0.8370523333333333,0.2801755,3,0,0
0,0.23748846371971133,0.5136309749330858,0.07455408900568633,1,1,0.5,0.6666666666666667,1,0,0.842921,0,0.12439533333333333,1.0,3,3,0
0,0.0516068075067192,0.49912125249019246,0.07964645267466319,0,1,0.5,0.6666666666666667,2,0,0.5,0,0.0,0.7627985,2,3,0
1,0.0516068075067192,0.8442795859253738,0.16608602684116275,1,1,1.0,1.0,2,0,0.5,0,0.6666666666666666,0.0,3,0,0
1,0.03269416686633453,0.8179733809168801,0.166001701274535,1,1,0.9718745,1.0,2,0,0.5,0,0.6666666666666666,0.0644475,3,0,0
1,0.0516068075067192,0.5422910988621505,0.09701548023267176,1,1,0.6699900000000001,0.6666666666666667,2,0,0.5,0,0.009144333333333332,0.942069,2,3,0
0,0.13237837252059437,0.25793133792058276,0.024557304615705988,0,0,1.0,0.6312593333333334,1,0,0.0,1,0.2565753333333333,0.0,2,3,0
0,0.09696594666646341,0.07398100732085888,0.0,0,1,1.0,0.0,1,0,0.47744450000000005,0,0.0,0.453934,2,3,0
1,0.0516068075067192,0.5350460150817029,0.09280827204374481,1,1,0.475371,0.6666666666666667,2,0,0.37586149999999996,0,0.06704533333333333,0.8716595,2,3,0
1,0.12456424228038132,0.626582417716723,0.11978807053895008,1,1,0.6387179999999999,0.8342013333333334,2,0,0.9458565000000001,0,0.5654313333333333,0.947451,3,3,0
1,0.0360160579445169,0.6607692401706164,0.12636611985302865,1,1,0.5,1.0,2,0,0.6848135,0,0.6666666666666666,0.806233,3,0,0
0,0.1677864859203011,0.6538150352598966,0.1316320249660516,1,1,0.6856690000000001,0.9995886666666667,1,0,0.6317330000000001,0,0.6666666666666666,0.422002,3,3,0
0,0.2015437471548489,0.4991945832976863,0.08708430166869396,1,1,0.9922124999999999,0.6666666666666667,1,0,0.5223469999999999,0,0.6694186666666666,0.6254355,3,3,0
0,0.15364985137832177,0.4102907566517149,0.07200679070401744,1,1,0.9885090000000001,0.7312236666666667,1,0,0.7414665,0,0.6666666666666666,0.5,3,3,0
0,0.22065866421352454,0.5437748255337875,0.09117442843569934,1,1,0.8317105,0.6666666666666667,1,0,0.02055499999999999,0,0.2648006666666667,0.695974,3,3,0
0,0.19428941811048694,0.2152161425550898,0.02063219354336876,0,0,1.0,0.23202666666666666,1,0,0.7751535,0,0.3662873333333333,0.0,3,3,0
0,0.23882045449180234,0.24104325295462026,0.009171058181134728,0,0,0.876876,0.6041256666666668,1,0,0.6733235,0,0.5374159999999999,0.0,3,3,0
0,0.18281840087126455,0.22580755551753207,0.018541198146443005,0,0,1.0,0.20424899999999996,1,0,0.7833144999999999,0,0.3968216666666667,0.0,3,3,0
0,0.17384254745605154,0.1363415260141041,0.0033226432369724,0,0,0.6591775,0.027434666666666663,1,0,0.11018249999999996,0,0.011109333333333334,0.0,3,3,0
0,0.2540053872221605,0.2357976558585202,0.02394026734498661,0,0,0.7973265,0.2940526666666667,1,0,0.458406,0,0.13903966666666667,0.0,3,3,0
0,0.21254466968550867,0.2405079380599111,0.026926743236630968,0,0,0.9430784999999999,0.44207766666666676,1,0,0.6534104999999999,0,0.4741233333333333,0.0,3,3,0
0,0.08562500941025886,0.32587233106415203,0.027681004473527115,0,1,1.0,0.6666666666666667,2,0,0.962297,1,0.4508526666666666,0.1100435,2,3,0
0,0.08878313874931754,0.14560320700064766,0.0011641707781416266,0,1,1.0,0.3297993333333333,2,0,0.6208035000000001,0,0.068675,0.1422265,3,3,0
0,0.0907472758578578,0.11378741398907355,0.0006458162883703489,0,1,1.0,0.24516433333333326,2,0,0.659368,0,0.39782866666666666,0.37284,3,3,0
0,0.16313580123451443,0.048887204996272526,0.0,0,1,1.0,0.0,1,0,0.0,0,0.0,0.0,2,3,0
0,0.11381254987437195,0.24317962381295732,0.025934803668323625,0,0,1.0,0.6581893333333333,1,0,0.07288050000000001,1,0.2932233333333333,0.0,2,3,0
0,0.1465066423880439,0.057261583212133704,0.0,0,1,1.0,0.0,1,0,0.09253100000000003,0,0.0,0.038327,2,3,0
0,0.16313580123451443,0.048887204996272526,0.0,0,1,1.0,0.0,1,0,0.0,0,0.0,0.0,2,3,0
0,0.20022599491762372,0.46306205008494183,0.08403883755651653,1,1,1.0,0.9050393333333333,1,0,0.38728799999999997,0,0.03432333333333333,0.3232115,3,3,0
0,0.1733454627310067,0.5804206743989924,0.07823610549673699,1,1,1.0,0.8299726666666667,1,0,0.16334700000000002,0,0.2639763333333333,0.064197,3,3,0
0,0.08541641301565661,0.5673262365407417,0.07381601192940568,0,1,0.026766999999999985,0.792953,2,0,0.0,0,0.6178083333333333,0.4309045,2,3,0
1,0.21505269652012815,0.9022084794857066,0.17910662695242202,1,1,1.0,0.7544003333333333,2,0,0.6166370000000001,0,0.5192456666666666,0.0001775,2,0,0
1,0.0919177354706997,0.8582711039953073,0.17775619992217945,1,1,1.0,0.9981959999999999,2,0,0.7742635,0,0.42865866666666663,0.133538,2,0,0
1,0.1662818482659193,0.702176702802459,0.15303116687336688,1,1,0.7651165,0.7497800000000001,2,0,0.6939725000000001,0,0.6587803333333333,0.836254,3,0,0
1,0.054163312277279,0.7034551032131113,0.09227001491175713,1,1,1.0,0.6666666666666667,2,0,0.5,0,0.284779,0.5,2,3,0
0,0.1933632441702401,0.519463218489141,0.0896008556013943,1,1,0.94065,0.695848,1,0,0.12409000000000003,0,0.650809,0.2137305,3,3,0
1,0.053035196505722304,0.48621747473142607,0.08943060819688059,1,1,0.9122794999999999,0.6666666666666667,2,0,0.5,0,0.17776966666666666,0.549882,2,3,0
0,0.1039882210512092,0.4168905293262122,0.0720097802525006,0,1,0.8970985,0.803121,2,0,0.2715105,0,0.6666666666666666,0.5,2,3,0
0,0.11353815137347023,0.43105315261363186,0.06555807626984067,0,0,0.8603505,0.6666666666666667,2,0,0.5,0,0.620745,0.5,2,3,0
0,0.11697343026194251,0.40919568325979894,0.06575119741105101,0,0,0.940396,0.7604636666666666,2,0,0.48006550000000003,0,0.504343,0.5,2,3,0
0,0.2160256011087469,0.4891409295902034,0.07541620466301285,1,1,0.8372154999999999,0.6666666666666667,1,0,0.7266919999999999,0,0.4405413333333333,0.9953085,3,3,0
1,0.13496495294312927,0.6265628628347248,0.11595889260111664,1,1,0.5,0.9950833333333333,2,0,0.8270390000000001,0,0.7043836666666665,1.0,3,3,0
0,0.22399412465261048,0.49763263709805505,0.08864464298286073,1,1,0.7799799999999999,0.6666666666666667,1,0,0.495394,0,0.16200199999999998,0.780636,3,3,0
0,0.08904995327864562,0.4662054973662024,0.07285378330589992,0,1,0.10645400000000005,0.7356903333333333,2,0,0.014851500000000017,0,0.6666666666666666,0.5,2,3,0
0,0.0623212120524923,0.5220273523911954,0.07381601192940568,0,1,0.07030749999999997,0.8238453333333333,2,0,0.0,0,0.6666666666666666,0.5,2,3,0
0,0.10047245540559657,0.42118771464538396,0.07117657279084588,0,1,0.7812045000000001,0.8294473333333332,2,0,0.33531,0,0.6666666666666666,0.5,2,3,0
0,0.39170443627019536,0.3921878246415962,0.06974048227875934,1,1,0.502073,0.8144853333333333,1,0,0.5103819999999999,0,0.359573,0.633645,3,3,0
0,0.3259888392935977,0.3186932450104498,0.03748888261657829,1,1,0.845377,0.6792633333333333,1,0,0.6061479999999999,0,0.5389606666666666,0.0,3,3,0
0,0.23257074144660916,0.3798853595042835,0.07773435960964986,1,1,1.0,0.8809340000000001,1,0,0.4975885,0,0.03942366666666666,0.0327575,3,3,0
1,0.041566335493711914,0.5691986164920979,0.08504031784436572,0,1,0.5256415000000001,0.5486193333333333,2,0,0.67876,0,0.097103,0.448971,2,3,0
0,0.00828942963514967,0.5964727881595189,0.07381601192940568,0,1,0.5950249999999999,0.8068726666666668,2,0,0.17820250000000004,0,0.4506653333333333,0.49234,2,3,0
1,0.03382737579527151,0.630542281321421,0.09314030569240483,0,1,0.6074900000000001,0.5471833333333334,2,0,0.5606255,0,0.332797,0.42941,2,3,0
